Frase,Groundtruth,Predicción
" PSC tal Y por supuesto no vamos a apoyar ningún sueño, ninguna ensoñación independentista como los que tienen algunos partidos en Cataluña y que el, pues está dispuesto a apoyar a cualquier precio con de estar en el poder.",0,0
" Y aclara Con otros países europeos obviamente, España tiene un compromiso muy fuerte con la seguridad, la paz y la estabilidad en el Sahel.",0,0
" Avec une énorme incertitude parce qu’il ya comme une forme deux, deux scénarios alternatifs une première qui serait le plus bénin qu’il semble qu’il n’y aura pas une chute de 6, et un autre beaucoup plus grave avec une baisse de 12 pour cent.",1,1
 The Royal Decree Law that we have come to call from a husband establishes the mandatory use of the mask in the terms in which its use was already labeled.,1,1
" Vous devez vous asseoir avec le Parti populaire, vous devez vous asseoir avec le Parti socialiste et vous devez leur dire que vous ne profiterez d’aucune confusion.",0,0
 Iglesias est vice-président parce que Sanchez a voulu le faire.,0,0
 Menos mal que esto pasa.,0,0
" La meilleure chose, je suis sûr que la plupart d’entre eux ne servent même pas le but pour lequel ils ont été mis en place à l’époque et aucun suivi n’a été fait.",1,1
" We were going to introduce our economic vice-president Nadia Calviño, for a very important position that was the presidency of the Eurogroup, we needed ten votes from the 19 votes of the members of the euro area countries and unfortunately we have nine left.",1,1
 The table olive sector has been doubly hit by these tariffs and previous investigation from a year and a half ago on dumping aid and the common agricultural policy and is therefore particularly affected.,1,1
 Hay muchísimos españoles que hoy siguen sin cobrar los ERTES,1,1
" Today in Andalusia a president of the Popular Party, which is Juan Manuel Moreno, who is lowering taxes, is reducing bureaucratic hurdles.",1,1
 The president of the People's Party of Catalonia seems to be not for the job now either.,0,0
" Además, en otro orden de cosas, hoy habrá muchos españoles que se pregunten dónde está el Gobierno de España.",0,0
 Parce qu’il y a des moments où les entreprises ne peuvent pas demander ces crédits de l’OIC parce qu’elles ont une structure d’endettement qui les empêche.,1,0
 Et le roi Juan Carlos a joué un rôle dans cette construction de l’Espagne constitutionnelle.,1,0
 Recuerdo como decía antes que el Partido Popular lo criticaba y decía que las leyes que teníamos en este momento eran suficientes.,1,0
", Et maintenant, nous devons être en mesure de faire un pas au-delà de l’extension de tout cela pour étendre tout cela, par exemple dans cette élection.",0,0
" J’ai dit dès le départ qu’ils allaient décider des services techniques et juridiques de la ville de Madrid sur la faisabilité de l’appel pour une raison, parce que le recours est un droit, mais pas un devoir ou une obligation",1,1
 Gentlemen.,0,0
 Nous avons vu cette semaine comment le Royaume-Uni a pris des mesures de quarantaine à l’égard de la France similaires à celles qu’il a prises et qu’il a déjà prises il y a deux semaines contre l’Espagne.,1,1
" A nosotros nos preocupa que grandes y grandes universidades a nivel mundial, como la de Oxford la de Cambridge o la Johns Hopkins, califiquen la gestión del Gobierno de España como nefasta.",1,1
 Isn't that funny or not?,0,0
" And if you, beyond words, look at the facts, you will see how the People's Party, since the quiet president has arrived, has always reached out to great state pacts.",1,0
" Nous vous réunirons au moyen d’une lettre que nous publierons aujourd’hui, proposant une réunion mercredi pour mettre fin à ces corruptions, avec ces pratiques de corruption.",0,0
 Olives de table pour lesquelles ce marché américain est très important.,0,0
" C’est pourquoi, lorsque nous sommes critiqués pour vouloir mettre en œuvre notre programme ou les accords que nous avons signés dans l’accord de coalition, nous insistons à nouveau sur le fait qu’ils ne sont pas là par hasard, que l’un des principaux problèmes de ces dernières années a été la réforme du travail de l’année 2012, qui nous a permis d’accroître l’exploitation sur la classe ouvrière qui nous a permis de mettre fin à la négociation collective qui nous a conduit à être un pays qui essaie de rivaliser sur la voie des bas salaires.",1,1
" Je pense qu’ils ont beaucoup de bonnes choses, comme si l’on prétend avoir atteint le gouvernement de l’État et avoir été en mesure de faire face à cette crise en essayant d’obtenir quelqu’un derrière l’autre complètement différemment de la façon dont la crise de 2008 a été traitée, la construction de ce bouclier social ou la mise en mouvement du revenu vital minimum du gouvernement ou en mettant en place les entités non du ministère du Travail pour protéger trois plus de trois millions de travailleurs et travailleurs qui est sans précédent dans ce pays.",0,1
" Estamos detrás de Japón y de Corea o no, y es que todo el mundo ha estado activa o a través de la pantalla, en otros países de Primera División no han podido estar.",1,1
" No nos vamos a avanzar hacia ninguna previsión de cuál va a ser el número de desplazamientos que se vayan a materializar durante estos dos meses, que sabemos evidentemente lo que sabemos al día de hoy, después de tres meses de este confinamiento y donde hemos hecho una labor importante y ha sido la responsabilidad del conjunto de los ciudadanos, donde se ha limitado la movilidad, el número de desplazamientos en un porcentaje aproximado del 80 entre el 80 y el 85 por ciento y los momentos de mayor limitación de los desplazamientos fue llegó a ser del 95 por ciento.",1,1
 A manifesto that was also endorsed by nine of the most prestigious organizations in this sector and that it came to say that leadership is needed in the face of this second wave of the choir Virus and that the toilets no longer want applause on the balconies.,1,1
 Yo creo que los vecinos tienen que soportar.,0,0
" Podemos acabar con la monarquía y acabar con la monarquía, que es un sistema que como sabe usted, está presente en las democracias más avanzadas del mundo y muchas de ellas devolveros el Reino Unido en Holanda y Dinamarca, Suecia.",1,1
 It's not true.,0,0
" That is what also leads us to preside over this platform, demonstrating once again the capacity that Spain also has to build solutions, to provide solutions by working with friendly countries and brothers, with an active foreign policy, concerned as I say, by the dignity of people.",0,0
" Today it is on the table, as you have pointed out, extending production until the end of 2021.",1,1
" Spain was also the only country to open a safe tourist corridor, as noted above and then quality stamps.",1,1
 Normalmente una trabajadora del hogar trabaja dos horas tres horas en una casa y así en sucesivas casas.,1,1
" Il ne l’est pas, ce n’est pas Pedro Sanchez.",0,0
" Bien sûr, le gouvernement espagnol, mais aussi de toutes les communautés autonomes et le secteur privé, c’est que nous avons des protocoles.",1,1
" As I collected just two days ago the local press of Malaga, more than 60000 workers have already joined Malaga.",1,1
" The ability to trade from the rural environment and also from other associated sectors such as rural tourism, sports, leisure, hunting.",0,0
 Algunas cosas empezaron a cambiar.,0,0
 Le Dr Fernando Simón n’est pas une personne que nous aurions nommée à la suite du nouveau gouvernement,1,1
 Hemos dotado de liquidez más de 13000 millones de euros.,1,1
" De esos 16000 millones de euros, 9000 millones de euros van a ir a la sanidad pública y 2000 millones de euros van a ir a la educación.",1,1
" Cuando los ayuntamientos estuvieron al borde de la quiebra, se iniciaron dos planes de pago a proveedores para dar liquidez al Ayuntamiento a los ayuntamientos, para salvar a todas las empresas que trabajaban para los ayuntamientos y con el gobierno de Sánchez.",1,1
" En trois mois, nous avons mobilisé 16 milliards d’euros que nous allons verser aux communautés autonomes.",1,1
" En ce qui concerne les modèles déployés dans le champ de Gibraltar tout au long de la période, nous avons maintenu le niveau d’occupation du catalogue de postes en moyenne supérieur de plus de 4 points de pourcentage à la moyenne nationale, c’est-à-dire que la moyenne nationale est proche de 86 87 pour cent, puisque dans le Campo de Gibraltar, la main-d’œuvre a été occupée par plus de 90 pour cent.",1,1
" Nous avons déployé une campagne sans précédent à l’Inspection du travail qui était déjà à venir, soit dit en passant travailler depuis exactement trois ans",1,1
 Ce secteur.,0,0
" This resolution technically leaves a very good, very satisfactory resolution because it enters the world of law.",0,0
 Then say it's not repealed.,0,0
 There are countries that have substantially worse data than ours in our National Health System.,0,1
", Afin de générer plus de ressources humaines partout où il est nécessaire d’établir une disposition des espaces des espaces à travers de petites dispositions de travaux qui permettent effectivement, que les distances établies par la loi sont observées, qui le permettent et qui permettent d’observer les mesures sanitaires qui sont plus de nettoyage plus de lavage des mains, plus de distance en effet, et plus de ventilation.",0,0
 Nous le disons depuis des semaines en annonçant les parents d’enfants ayant des capacités différentes ayant des handicaps qui ne leur permettaient pas d’être intégrés à l’éducation ordinaire.,1,1
 Merci beaucoup pour votre question.,0,0
 Madrid a reçu les données que nous avons de l’année précédente 10 millions de visiteurs par an.,1,1
" Et au Pays basque, nous avons une santé publique gratuite et universelle, et il y a d’autres pays qui ne le font pas.",1,1
 Fíjese 10000 lo que está siendo diez mil operaciones al día.,1,1
 Mais nous avons fait l’effort d’ouvrir davantage d’aide à l’éducation concertée.,0,0
" Eso es lo que nos lleva también a presidir esta plataforma, demostrando una vez más la capacidad que tiene España también de construir soluciones, aportar soluciones trabajando con países amigos y hermanos, con una política exterior activa, preocupada como digo, por la dignidad de las personas.",0,0
 C’est notre principal marché d’émission.,1,0
" The European economy, mainly the economies of the north, are economies with a strong export component",1,1
 Spain has one of the best national health systems in the world.,1,1
 En partidos políticos hablamos con el Partido Popular diputados y vicesecretario de este partido Antonio González Zerolo Buenos días.,0,0
 C’est une hypothèse différente en dehors de l’ERTE.,0,0
 Ces budgets étaient à l’époque absolument inapplicables et représentaient une politique d’expansion des dépenses publiques qui était impossible à supporter pour ce pays si nous voulions atteindre les objectifs de déficit que l’Union européenne nous a soulignés et qui ont d’ailleurs déjà été violés par le propre gouvernement de Sanchez.,1,1
" Juanma Moreno a été secrétaire d’État du ministère de la Santé et je n’ai donc pas à vous dire que la législation de l’année 86 prévoit déjà une plus grande coordination par le Ministère de la Santé, dans le respect scrupuleux des pouvoirs sanitaires des communautés autonomes.",1,1
" Isabel Eskerrik asko Alberto, eskerrik asko miren.",0,0
 El programa de ayudas al alquiler específico para las personas en situación de vulnerabilidad ocasionada por El Hobbit 19 o los préstamos ICO para proteger a arrendatarios y pequeños arrendadores.,0,0
 Au contraire.,0,0
" When someone argues that the law is equal for everyone, he argues that the law is equal for all.",0,0
" Y además yo siempre pongo en valor de cómo esas personas que vemos en los aeropuertos con la maleta con cara y ojos, pues realmente estaban vendiendo nuestro país por el mundo.",0,0
" Dije desde el primer momento que iban a decidir los servicios técnicos y jurídicos del Ayuntamiento de Madrid acerca de la viabilidad del recurso por una razón, porque recurrir es un derecho, pero no un deber ni una obligación",1,1
" It is the autonomous communities that are competent in the field of health, in the field of dependency and in the field of the management of nursing homes.",1,1
" Je voudrais dire que dans la Communauté de Madrid, il y a déjà eu 120 cas qui sont entrés par Barajas, alors qu’ils étaient au niveau 4 de l’État.",1,1
" En primer lugar, en relación a la inmigración irregular, nos gustaría volver a repetir que llevamos un 30 por ciento menos al día de hoy de inmigración irregular respecto al año pasado y el año pasado la redujimos en un 50 por ciento respecto al año 2018.",1,1
" Les organisations agricoles ont fait leurs calculs et ont conclu qu’à la fin de la période 2027, jusqu’à 10 pour cent de l’aide que nous avions reçue.",1,1
 Let's see that there has been a link between the outbreaks of the four counties of Aragon and the region.,1,1
" If labour reform, which has made it easier to lay down and therefore poorer for workers, it remains or does not have to be decided solely and exclusively by the Spanish people through their elected representatives in this House.",1,1
" Au cours des mois d’été de l’année dernière, il y avait 10 cyclistes, juillet Août 10 cyclistes décédés et de ces 10, je le répète, 7, ils ne portaient pas le port du casque.",1,1
" Y desde luego nosotros, como comprenderá le pedimos a Pedro Sánchez unos presupuestos sensatos, pragmáticos moderados y de centro.",0,0
" En Euskadi hay una mayoría social de izquierdas, la hay.",1,1
 Eh?,0,0
 Pourquoi?,0,0
 C’est absolument impossible.,0,0
" Nous avons besoin d’une définition stratégique de notre relation avec la Chine qui ressemble à long terme à la vision chinoise de l’Europe, non seulement le prochain, pas seulement le prochain sommet, pas seulement le prochain mandat du Premier ministre ou du président, mais 50 et 100 ans, comme les Chinois définissent leurs relations avec le monde, avec nous.",0,0
 Después de considerar que el estado de alarma no era necesario en las últimas votaciones en las que se planteó en el Congreso.,1,1
 What happens at the ports?,0,0
" The Commission's opinions have no regulatory force, they do not represent anything, it has no consequence and they do not become a rule and the Government cannot take it into account not to take it into account.",1,1
" And last year we talked that during the summer campaign the months of July and August, because there was going to be approximately 90 million displacements, finally it was 91 million displacements and that we can divide them into 40 drawings of 2019 44 million displacements in July approximately and 47 million in August.",1,1
 El turismo es el 12 por ciento del Producto Interior Bruto.,1,1
 El 6 por ciento.,1,1
 Ni tampoco esos ataques a los medios de comunicación.,0,0
" Nous savons ce matin que le ministre de l’Agriculture du gouvernement de l’Espagne a annoncé une taxe possible sur les vins espagnols, les vins de Rioja Alavesa peut avoir une taxe aux États-Unis.",1,1
 We need companies to be able to pay less.,0,0
 C’est ce que vous avez directement au ministre.,0,0
" Tampoco ha hablado sobre las comisiones cobradas por la compra por familiares suyos, por la compra de la sede de Podemos.",1,1
 We did this in 2003 with the SARS crisis and we did so in 2015 with the Ebola crisis.,0,1
 Seguro que no va a continuar.,0,0
" No more such crowds are allowed on the beaches, those hotels perhaps with so many families.",0,1
" Comme dans les îles Canaries, comme dans les îles Baléares, tout comme dans la communauté catalane, tout comme à Valence ou dans tout autre territoire qui dépend du tourisme international.",1,1
 Muler Oui.,0,0
 Ahora hay que mantener con prudencia esas medidas de seguridad.,0,0
" Mais c’est qu’en fait, il y a des municipalités qui, malheureusement, n’ont pas d’argent bloqué, n’ont pas assez d’argent accumulé pour répondre aux besoins sociaux, ce qui nécessite également d’autres types de transferts.",1,1
" Ce que nous voulons, c’est que ces aides puissent être utilisées, par exemple, pour injecter des liquidités dans les petites et moyennes entreprises dans les mairies, ou pour aider les familles à acheter des livres scolaires ou des fournitures, ou pour aider les pauvres à promouvoir l’emploi.",0,0
" Combatimos el virus, pero también lo combatimos efectivamente como la sociedad lo ha demostrado.",0,0
" Por ejemplo hay que llegar a la terminal y ver por ejemplo que hay programados 62 vuelos en el aeropuerto de Málaga, en la que es la quinta terminal a nivel peninsular más importante de España y que tiene tan pocos vuelos cuando hace justo un año en un día como en julio había 500 operaciones en este aeropuerto.",1,1
" Bueno casi todos los turistas que vienen ahora mismo de España vienen de países de la Unión Europea, que son prácticamente los únicos que tienen las fronteras abiertas con nuestro país.",1,1
 Usted hace cosa de un año fue elegida como candidata a la Generalitat por los militantes en primarias con casi ochenta y pico por ciento de los votos.,1,1
 Nos encontramos con que el vicepresidente comparece haciéndose la víctima.,0,0
 Esto es muy sencillo llevamos pidiéndolo desde hace desde hace meses y además comprometiendo nuestro apoyo en el Congreso de los Diputados.,0,0
 Mais nous passons aux gouvernements de l’Union européenne l’ensemble du panel d’indicateurs qui donnent une vision beaucoup plus réelle de la situation en Espagne.,1,0
" Due to the importance of the number of employment that brings together the tourism sector in the province of Malaga, more than 217 thousand families depend on the tourism sector and it is essential to give them oxygen.",1,1
 There are 67 active outbreaks today across the country.,1,1
 Más del 52 por ciento de los jóvenes entre 18 y 29 años son inquilinos.,1,1
" Enfin, ce qui, à mon avis, doit vraiment être souligné et audacieux, c’est l’exercice de la responsabilité.",0,0
" C’est-à-dire, par exemple, nous avons donné le prix à une boucherie qui a vendu près de deux millions d’euros de côtelettes en ligne et dans une ville en Espagne.",1,1
" In these two years we have managed to govern for the first time in our history in Andalusia and recover the mayoralties of Madrid, Zaragoza, Oviedo Córdoba or Pamplona.",1,1
 Es verdad que Francia y Alemania le han endurecido el castigo y en el caso de España se mantiene.,1,1
 La Agencia del Medicamento Europea es que es una agencia que depende de la Comisión Europea.,1,1
 We are already talking almost 120 billion losses a million and a half jobs.,1,1
 Il y a une chose très curieuse.,0,0
 It is not the first time nor is it the first time that we denounce privileges as visits that did not correspond in much greater number than the rest of the inmates can enjoy.,1,1
" Je ne sais pas si c’est très correct, oui ou oui.",0,0
" Hace un año, hace solamente un año.",0,0
" He has appointed a number of European negotiators, two for each of the companies, handing out the tasks among the various experts from the various countries.",1,1
" Year 2017 Congress of Deputies Pablo Iglesias in the gallery of Mariano Rajoy August 13 in concrete August 13, 2017.",1,1
 Por ejemplo en Andalucía se hablaba de un 70 80 por ciento de ocupación en las reservas hoteleras o de alojamientos de interior del interior de Andalucía.,1,1
" Vamos, que absolutamente seguro que si le llaman a declarar o si tiene que realizar algún tipo de diligencia en España, acudirá.",0,0
 How?,0,0
 Une figure mineure dans le parti comme Pablo Casado et en attente de son moment.,0,0
" To indicate that last year and fourth also, the use of safety devices for the deceased, in particular vulnerable groups, to say that seven cyclists out of the ten deceased did not wear helmets",1,1
" Ni un pero cuando sale con un mapa de la corrupción del PNV y cuenta 35 casos y unos de ellos con condenas en la cárcel, caso de Miguel Caro, que es bastante duro.",0,1
" Las previsiones que hay efectivamente son muy dolorosas, muy complejas y muy preocupantes.",0,0
 Years and that the Organic Law says that even members of a current Council cannot be re-elected for the next.,1,1
 I'll call you back.,0,0
" Look at the current law, for until a certain day he recognized an inviolability of the king because it was the law that.",0,0
" There are a lot of people who are keeping an eye on a thread or don't know if luck is going to become a hero and you don't know if they're going to have anywhere to go back, they don't know how they're going to make a living.",0,0
" This balance, which we are sometimes thrown away, is not forgotten, is one of the messages that we repeat over and over again.",0,0
" A lo que estaba pasando con dos de sus predecesores, Chaves y Griñán, que han sido condenados por el caso de corrupción más grave de la historia de Europa, de cualquier administración pública de Europa.",1,1
" Si vous vous souvenez des années 60, les années 70 et en ce moment c’est devenu compliqué.",1,1
" Les repousses augmentent, les hospitalisations augmentent et le nombre de morts continue d’augmenter.",1,1
" On the other hand, I was wondering how this way about the shootouts, about the re-openings, we are concerned about the People's Party because we have been seeing from the beginning of the pandemic a government based on all its decisions based on improvisation.",0,0
" It does not cut much into green transition issues, cuts much into research issues and cuts these health forecasting systems in an unusual, incomprehensible way.",1,1
" Sinon, les forces qui soutiennent la moitié de la Catalogne et qui sont représentées au Congrès, qu’est-ce qu’elles fourniront comme solution pour atteindre l’épaule et rétablir l’activité économique et l’emploi dans notre pays dès que possible?",0,0
 Nada más llegar a la Junta de Andalucía.,0,0
 The Madrid Community seems to me to be more than fifty thousand 58000.,1,1
 We will continue to be firm in defending the framework against any independence attack that can continue to occur as we have experienced.,0,0
 Les voitures allemandes de plus de 60 pour cent sont vendues sur le marché unique européen,1,1
" We were only behind Germany which is above 40, but that 34 I think was cause for how.",1,1
 This measure presented by the People's Party was rejected by the Socialist Party and by Podemos and therefore they do not quite know what attitude is currently of the party.,1,1
 C’est le défi que toutes les institutions ont et en particulier chacun d’entre nous en tant qu’individus.,0,0
" Eso de potenciar aquello que habría que potenciar la situación y de tener una actitud dialogante y de gobernanza y y saber escuchar, escuchar mucho para poder al final tomar la decisión más acertada o menos mala porque ha habido momentos en que tomar decisiones en este ámbito no ha sido nuevo.",0,0
" Bien sûr, le gouvernement espagnol, mais aussi de toutes les communautés autonomes et le secteur privé, c’est que nous avons des protocoles.",1,1
 What do we have in that strategic reserve or what are we going to have?,0,0
" He lost 6,3000 votes and more will spoil so far than Citizens.",1,1
" Il y a environ un an, vous avez été élu candidat à la Generalitat par les militants lors des primaires avec près de quatre-vingts pour cent des voix.",1,1
" Uno es liberal de Ciudadanos Holanda, ahora que tanto hablan de Holanda.",1,1
 El país ya tuvo cinco elecciones.,1,1
" Por tanto, esa parte es muy importante.",0,0
 années et que la loi organique dit que même les membres d’un Conseil actuel ne peuvent pas être réélus pour la prochaine.,1,1
 That weakness.,0,0
" L’Europe a réagi de manière énergique et rapide, avec la plus grande mobilisation des ressources de l’histoire",1,1
 More than 60 billion euros have already been spent and lost of public money to the financial rescue of those times.,1,1
" Caraballo told it before the matter, certainly on the weekend.",0,0
" But obviously they have to be closed bubbles that, as families, interrelate with each other and not with others.",0,0
" Como os comentaré les comentaré seguidamente en cuanto a operaciones el calendario de las operaciones especiales, pues las tienen allí.",0,0
" In Vigo he has come a new uncle, who is the mayor of Vigo.",1,1
" Por ejemplo en el uso de los equipos de protección individual, en el uso de las mascarillas comparativamente con otras ciudades",1,1
" We have encountered an educational system that came from a lot of resources, from a lot of cuts, and we have responded to this crisis not with more cuts, but the other way around, with more resources, (...)  therefore, we have put two billion on the table that we have distributed, will be distributed in September to the Autonomous Communities so that they, in the exercise of their autonomy in the exercise of their competences, attribute it to education, to more human resources, at better disposal of spaces only to the public.",1,1
 And in turn this affects a very important component of economic developments which is consumption.,0,0
 Then in Spain there were only two family companies that made respirators.,1,1
" Luego vinieron los recortes, empezaron los recortes en determinados sectores productivos, los recortes llegaron a la universidad en la que yo estaba los recortes llegaron a todo el conjunto de la economía.",1,1
 I think they've done very well and they're the ones who put 100 billion on the table.,1,1
 Voyons s’il y a des nouvelles à cet égard.,0,0
 Así podríamos denominarla encaminada a facilitar los desalojos y endurecer las penas.,0,0
" Hablando de nombramientos está usted en todas las quinielas para presidir la Organización Internacional del Comercio, una organización que domina maravillosamente bien porque usted llegó al Gobierno desde la dirección del Centro de Comercio Internacional, que estaba vinculada a la OMC.",0,0
" Mon opposition est donc une opposition, une opposition partagée avec tous mes collègues et elle sera ferme, énergique et constructive.",0,0
" Riesgos digamos clásicos, siguen ahí.",0,0
" I believe that he has done so and puts it in his writing with loyalty to Spain, with loyalty to the institution of the parliamentary monarchy that we gave ourselves a few years ago in Spain, also with loyalty to His Majesty the King with Philip Sixth.",0,0
 Esto es crucial.,0,0
. Les juges rendnt justice,0,0
" Mais on saura un jour quand il y aura un vaccin, peut-être.",0,0
" S’il ne s’agit pas d’un pas en avant pour la construction de l’Europe fédérale, très pertinent.",0,0
" Nuestra proyección para el segundo trimestre era una contracción más intensa, a aproximadamente 3 4 veces más intensa que la que teníamos por ejemplo, o la que habíamos proyectado para el primer para el primer trimestre.",1,1
" In a few weeks of government, a climate emergency law was passed, the Tobin rate and the technology tax were boosted.",1,1
" Merci et nous sommes également très reconnaissants pour votre hospitalité, pour votre amitié.",0,0
 Y la respuesta de un partido que se sienta en el Consejo de Ministros ha sido ni más ni menos que atacar a la Justicia atacar al Estado de Derecho.,1,0
 Siete de cada diez fallecidos se produjeron en carreteras convencionales.,1,1
" Ministro Cergio También muchas críticas, pero entiendo que el balance final es positivo y la prueba es que se le ha llamado a las campañas electorales del Partido Socialista tanto en Euskadi como en Galicia y en Galicia.",1,1
 Nous allons procéder à une réforme fiscale parce que nous avons sept points de moins que les recettes publiques dans la moyenne européenne.,1,1
" Troisièmement, la réduction des coûts bureaucratiques.",0,0
 7 milliards d’euros d’impôts.,1,1
" In reality, the ferocity of power shows its crisis and its decline.",0,0
" Et il est vrai que le non-respect du déficit ou la dissimulation de ces deux dixièmes de 3 milliards d’euros ou de ces déchets, notre avis des experts électoraux les vendredis électoraux, quand il a augmenté à 2,1% et ayant un record de collecte au cours de l’exercice 19 et surtout le retard dans la poursuite de la mise en œuvre des réformes ou la menace d’abroger certains de ceux qui ont permis à l’Espagne de croître.",1,1
 Ou je vous dis de ma propre expérience que je veux légiférer à chaud.,0,0
 We have been approved by the strategic reserve of critical medical products,1,1
 Por eso en España el sistema educativo español tenemos como la mitad de alumnos y alumnas matriculados en FP en relación a la media europea.,1,1
" Hay dos investigaciones, una en Suiza y la otra en España.",1,1
 Yo creo que en esta situación no podemos seguir por tanto nuestra ley.,0,0
 C’est pourquoi le principal problème de l’Espagne aujourd’hui est son gouvernement.,1,0
" Cinq nouveaux organes judiciaires ont été créés, à Algeciras et à La Línea et à San Roque, ainsi qu’une place dans la section qui se trouve ici.",1,1
 Creo que lo que estamos viviendo respecto a la monarquía y a la actuación del rey emérito es un golpe durísimo a la imagen de nuestro país.,0,0
 I believe that things are said which cannot be sustained in any court and therefore to the extent that it affects it is of absolute continuity.,0,0
 Los españoles se merecen un gobierno que reaccione y un gobierno que diga la verdad y no un gobierno que mire sistemáticamente para otro lado y que mienta sistemáticamente también al conjunto de los ciudadanos.,0,0
" Il a déjà été utilisé dans les îles Baléares, que nous avons pu ouvrir le 15 Juin avec l’Allemagne",1,1
 The first stop to what would be the first supposed stop of that trip would be Abu Dhabi the capital of the Emirates.,1,1
" In the Basque Country there is a social majority of left-wing, there is.",1,1
 Gracias compañeros.,0,0
" Y una crisis que puede llegar en cualquier momento depende sobre todo de cómo gestionamos la capacidad, la capacidad de respuesta en el transporte público.",0,0
" En total en nuestro país 850 mil hogares que se van a venir beneficiados del ingreso mínimo vital y sobre todo y ante todo, millones de niños y niñas que sufren pobreza infantil en nuestro país.",1,1
" En fait, ses déclarations ont causé des motifs sans être demandées par l’une ou l’autre des parties dans la procédure Villarejo.",1,1
 There's one very curious thing.,0,0
 It's absolutely impossible.,0,0
" Bueno, tengo que decirle que nosotros, ciudadanos en los distintos niveles de interlocución que tenemos establecido con el gobierno, no nos hemos sentado a hablar de presupuestos.",0,0
 Líderes en definitiva que han demostrado.,0,1
 Why?,0,0
" País Vasco y en el resto de España, por eso, por esta maldita pandemia y me preocupa cuando veo al presidente del Gobierno que no va a un funeral oficial por todos ellos, por los vascos y el resto de los españoles muertos por la Kobi 19 que huye Sánchez y eso es un insulto a las víctimas.",1,1
 Now I want to say in Extremadura and in Catalonia they say mandatory masks.,1,1
 Il n’y a rien sur la réforme du travail dans la conditionnalité qui nous marque Bruxelles,1,1
" A return of Spaniards stranded abroad that today total almost 40,000 people.",1,1
" Tout d’abord, comme nous l’avons dit les motocyclistes, nous ne sommes pas préoccupés par les automobilistes parce que tous les déplacements sont limités en réduisant le nombre de victimes.",1,0
" Les élections en Catalogne ne sont pas encore convoquées, mais avant même la pandémie, le président Rajoy a déclaré qu’il convoquerait les élections après l’approbation des budgets au Parlement catalan.",0,1
 España siempre ha tenido con respecto a Gibraltar que la negarle cualquier tipo de reconocimiento en la esfera internacional.,1,1
 These two years are also the years in which he has earned in Andalusia.,1,1
" There are indeed re-ups that are controlled, but which lead to incidence rates above 20 per 100000 inhabitants which is one of the indicators that is being used by the European authorities.",1,1
" Respecto al aeropuerto de Barajas, puesto que Sánchez no ha tomado unas medidas contundentes, el aeropuerto de Barajas para controlar la posible entrada de contagiados es la Comunidad de Madrid lo que tiene que hacer y en este caso la Consejería que depende de Ciudadanos, que es el tema de infraestructuras.",1,1
" En relación a las plantillas desplegadas en el Campo de Gibraltar durante todo el periodo hemos mantenido el nivel de ocupación del catálogo de puestos en términos medios más de 4 puntos porcentuales por encima de la media nacional es decir, de la media nacional está cercana al 86 87 por ciento, pues en el Campo de Gibraltar la plantilla se ha ocupado en más de un 90 por ciento.",1,1
 Bien sûr.,0,0
" Et face à cela, je pense que non seulement la société espagnole a fortement voté que je veux un gouvernement de gauche, mais je pense que la façon la plus efficace de le traiter est en garantissant les droits sociaux et d’avoir une citoyenneté critique informée, qu’il peut voter à l’option qu’il veut voter à gauche, plutôt que peut penser à de multiples choses , parce que c’est pourquoi nous vivons dans une démocratie à l’égard de nos institutions.",0,0
" Et selon le journal La Razón, il y avait une erreur qui a forcé Sanidad à revenir sur un contrat pour un méga achat d’équipement sanitaire pour nous préparer précisément à cette éventuelle deuxième vague, qu’est-ce qui a échoué?",1,0
" To this day, as the days go by, as well pointed out and the data are therefore very worrying.",0,1
" Yes, resources need to be anticipated.",0,0
" Teníamos cero casos en España, pues todos los vuelos que llegaban desde allí.",1,1
" It is difficult to be able to give an opinion when I really tell you when you are not touching the paper, when you are not with the summary in your hand, it is no longer paper, but that this digital, but without the knowledge.",0,0
" It was therefore an ideological issue because they were on the electoral agenda that the PNV voted to repeal labour reform, a labor reform that created three million jobs, a labor reform that no PNV voter would understand will be repealed at a time of severe economic recession.",1,1
 Hemos visto esta semana como el Reino Unido ha tomado medidas de cuarentena hacia Francia similares a las que ha tomado e tomó ya hace dos semanas contra España.,1,1
" Y lo que queremos con esto es ser responsables, abriendo gradualmente progresivamente con enormes dosis de responsabilidad.",0,0
 Il s’agit de mettre en évidence comme n’importe quel autre citoyen de ce pays.,0,0
 What it's all about is highlighting like any other citizen of this country.,0,0
 In the case of Citizens Mr. Dahl.,0,0
" The Government's concern about this increase in cases is more than obvious, but is this affecting these re-outbreaks that are affecting tourism, the reserves that were expected in Spain?",0,0
 It is a guarantee of a third-party capital inflow.,0,1
" Le premier et le plus important est que notre pays a eu un impact plus important sur la pandémie de santé, ce qui a obligé à mettre en place l’un des confinements les plus difficiles jamais commis dans l’Union européenne dans son ensemble.",1,1
 Et puis la clé à ce stade.,0,0
" How reconstruction will lead the same party that is in government, which deceives us and hides the data of deceaseds that is not 28000 that is 50000.",1,1
" Nous avons pu constater que le nombre de revendications s’est également produit de manière importante dans les déplacements courts, parce que c’est là que nous devons faire preuve d’une extrême prudence, où nous pouvons observer qu’il y a une confiance excessive dans ces courts déplacements où nous les faisons tous seuls.",1,0
